"date","cooks_distance","threshold_4_over_n","flagged","leverage","standardized_residual","Y","JPY_app","integrity_status","influence_rank"
2020-03-13,0.142222452267753,0.00150659133709981,TRUE,0.0340734743698687,6.95566313579619,3.78260830599189,-1.39086914666464,"Frozen-source hash and interval checks passed; retained in primary",1
2025-04-10,0.0894662852115439,0.00150659133709981,TRUE,0.0332207365552745,-5.58958236770145,-2.51192700234304,0.518261188346614,"Frozen-source hash and interval checks passed; retained in primary",2
2025-04-09,0.0868104210996885,0.00150659133709981,TRUE,0.0232032634218493,6.62222784744598,1.36918221216109,1.32143924183481,"Frozen-source hash and interval checks passed; retained in primary",3
2020-03-19,0.0764392917256785,0.00150659133709981,TRUE,0.0234899960030192,6.17512605110003,3.54990732760703,-1.49181369121498,"Frozen-source hash and interval checks passed; retained in primary",4
2016-06-24,0.048440586322504,0.00150659133709981,TRUE,0.0462180169953209,-3.46349226293241,-4.30973216520893,3.49766629555077,"Frozen-source hash and interval checks passed; retained in primary",5
2016-12-15,0.0406056319384532,0.00150659133709981,TRUE,0.0234289369898379,-4.50670772387695,0.866409410431679,-2.79390869673968,"Frozen-source hash and interval checks passed; retained in primary",6
2020-03-09,0.0342322627798329,0.00150659133709981,TRUE,0.0318794700447461,-3.53197478945689,-3.63502302326273,2.68504798966349,"Frozen-source hash and interval checks passed; retained in primary",7
2020-03-16,0.0329847325675496,0.00150659133709981,TRUE,0.0222291175771737,-4.17257878093275,-2.87256708421237,1.41926344906542,"Frozen-source hash and interval checks passed; retained in primary",8
2016-04-28,0.0328638734776974,0.00150659133709981,TRUE,0.0223851635857694,-4.15005405691377,-3.50717774360625,2.46589083228468,"Frozen-source hash and interval checks passed; retained in primary",9
2020-03-10,0.0281246394222396,0.00150659133709981,TRUE,0.00608281847205389,7.4260313041876,3.60883575892612,-1.15406411057721,"Frozen-source hash and interval checks passed; retained in primary",10
2014-04-10,0.0272486378279766,0.00150659133709981,TRUE,0.00331113860634208,9.92097015629799,2.90929927539394,0.413223728491019,"Frozen-source hash and interval checks passed; retained in primary",11
2023-12-14,0.026150200470094,0.00150659133709981,TRUE,0.0198017078878988,3.94124815319991,-0.945729113575267,2.53937607275887,"Frozen-source hash and interval checks passed; retained in primary",12
2015-08-24,0.023704940812622,0.00150659133709981,TRUE,0.0319441235719226,-2.93605904336134,-3.75536210862295,2.95031162971542,"Frozen-source hash and interval checks passed; retained in primary",13
2020-03-17,0.0200855234043656,0.00150659133709981,TRUE,0.0268723495067554,2.95436593054003,2.64677387130972,-1.66162001810237,"Frozen-source hash and interval checks passed; retained in primary",14
2014-04-16,0.0196313612815813,0.00150659133709981,TRUE,0.00423216349433156,-7.44498212929016,-1.90136116856428,-0.686613781319956,"Frozen-source hash and interval checks passed; retained in primary",15
2026-03-09,0.0192063986976582,0.00150659133709981,TRUE,0.0188431127725868,-3.46422824016082,-0.77210636319327,-0.278728167275499,"Frozen-source hash and interval checks passed; retained in primary",16
2016-07-29,0.0181824252757657,0.00150659133709981,TRUE,0.0275567682201924,-2.77481808281104,-3.00300144274321,2.45209698737989,"Frozen-source hash and interval checks passed; retained in primary",17
2018-02-06,0.0175430208167892,0.00150659133709981,TRUE,0.0283000892043451,2.68853064791051,0.307166450551666,0.830031672870035,"Frozen-source hash and interval checks passed; retained in primary",18
2015-08-26,0.017226241179311,0.00150659133709981,TRUE,0.00944536629860251,4.65602924197026,1.10490884569265,0.702990592825881,"Frozen-source hash and interval checks passed; retained in primary",19
2020-03-12,0.0168661807691007,0.00150659133709981,TRUE,0.0172781002501139,-3.39286297740966,-0.606438590344993,-0.817184327085307,"Frozen-source hash and interval checks passed; retained in primary",20
2025-04-11,0.0159547227293623,0.00150659133709981,TRUE,0.0156112940329496,-3.47455437844625,-1.54285995299079,0.534890650452446,"Frozen-source hash and interval checks passed; retained in primary",21
2026-03-10,0.0126042522020631,0.00150659133709981,TRUE,0.013760406786162,3.29249213114597,0.894893352020709,0.304105657577924,"Frozen-source hash and interval checks passed; retained in primary",22
2017-01-12,0.0119025066705284,0.00150659133709981,TRUE,0.013413707643299,3.24117857970975,-0.687592773808543,2.07716154506912,"Frozen-source hash and interval checks passed; retained in primary",23
2016-07-11,0.010901728878943,0.00150659133709981,TRUE,0.0169466363729245,2.75476846591079,2.53842343602204,-1.97734050463563,"Frozen-source hash and interval checks passed; retained in primary",24
2014-04-14,0.00918359392835102,0.00150659133709981,TRUE,0.0015253179504365,-8.49347273703452,-2.6437715764783,-0.245857428262752,"Frozen-source hash and interval checks passed; retained in primary",25
2022-11-10,0.00917970735289356,0.00150659133709981,TRUE,0.0214256338283597,-2.24303019274873,-3.4112383793965,3.03569311303837,"Frozen-source hash and interval checks passed; retained in primary",26
2024-12-18,0.00887591246293735,0.00150659133709981,TRUE,0.0236809824683196,2.09552643861402,0.667993620067264,-0.383852655694739,"Frozen-source hash and interval checks passed; retained in primary",27
2022-06-16,0.00872984787889789,0.00150659133709981,TRUE,0.012870951895463,2.83449433572811,-1.05991850941649,2.14173130995752,"Frozen-source hash and interval checks passed; retained in primary",28
2026-01-26,0.00860950447883583,0.00150659133709981,TRUE,0.0157208672230805,2.54331756283073,-1.27094182069691,2.36967260898595,"Frozen-source hash and interval checks passed; retained in primary",29
2020-03-18,0.00860651587016923,0.00150659133709981,TRUE,0.0211971359374371,-2.18380237129358,0.19989688921096,-0.963594966292813,"Frozen-source hash and interval checks passed; retained in primary",30
2016-02-10,0.0081886129170231,0.00150659133709981,TRUE,0.00592728517232382,-4.05954125824712,-1.95239386472759,0.672991221619945,"Frozen-source hash and interval checks passed; retained in primary",31
2017-03-16,0.00732323762634157,0.00150659133709981,TRUE,0.00780652741127872,3.34203831476964,-0.0514040475552147,1.44064332785394,"Frozen-source hash and interval checks passed; retained in primary",32
2025-04-04,0.00721677266336343,0.00150659133709981,TRUE,0.0206076443202238,2.02873964144635,0.363744115936004,0.0753502107781578,"Frozen-source hash and interval checks passed; retained in primary",33
2014-12-10,0.00691405906029297,0.00150659133709981,TRUE,0.00699163561020576,-3.43276620531845,-1.53481622137455,0.311749841734699,"Frozen-source hash and interval checks passed; retained in primary",34
2017-01-19,0.00655552521399914,0.00150659133709981,TRUE,0.00911240026116914,-2.9247595784969,0.385510271176637,-1.6616035981361,"Frozen-source hash and interval checks passed; retained in primary",35
2023-07-28,0.00647232900640062,0.00150659133709981,TRUE,0.0034354752915726,4.7465735273316,1.49579400298836,0.220053327484671,"Frozen-source hash and interval checks passed; retained in primary",36
2016-03-17,0.0062477995548824,0.00150659133709981,TRUE,0.0157543507468663,2.16424121699507,-1.06161710369599,2.1246187859516,"Frozen-source hash and interval checks passed; retained in primary",37
2014-03-28,0.00621910228498262,0.00150659133709981,TRUE,0.00382154035278993,4.41066244030595,2.20152191740128,-0.799926224292413,"Frozen-source hash and interval checks passed; retained in primary",38
2014-05-13,0.00594957704324876,0.00150659133709981,TRUE,0.00419845266330219,-4.11505303975221,-1.33632421299628,-0.0978952598984506,"Frozen-source hash and interval checks passed; retained in primary",39
2014-04-17,0.00571034035831638,0.00150659133709981,TRUE,0.00143095520944753,6.91508702217605,2.33675831692759,0.0782319617447236,"Frozen-source hash and interval checks passed; retained in primary",40
2014-12-17,0.0054821288233367,0.00150659133709981,TRUE,0.0036563730132319,4.23393871612664,1.83061252438734,-0.306487554745338,"Frozen-source hash and interval checks passed; retained in primary",41
2024-08-06,0.0053122251675691,0.00150659133709981,TRUE,0.0305642931421087,-1.42193972815266,0.434451480081099,-0.802605844481707,"Frozen-source hash and interval checks passed; retained in primary",42
2016-03-16,0.00529365351568441,0.00150659133709981,TRUE,0.00622759548073908,-3.18384303108517,-0.37195611126033,-0.71501385964563,"Frozen-source hash and interval checks passed; retained in primary",43
2014-05-21,0.00528004170669464,0.00150659133709981,TRUE,0.00379315122915896,-4.07928437703719,-1.17065849104105,-0.177602414715228,"Frozen-source hash and interval checks passed; retained in primary",44
2019-08-02,0.0049551463629262,0.00150659133709981,TRUE,0.0121549937073636,2.19829464381094,-0.503843529174075,1.52617888756472,"Frozen-source hash and interval checks passed; retained in primary",45
2014-05-22,0.00483270901472223,0.00150659133709981,TRUE,0.00303252241886178,4.36640918339222,1.74685108977011,-0.314960890289662,"Frozen-source hash and interval checks passed; retained in primary",46
2018-11-01,0.00480521921612422,0.00150659133709981,TRUE,0.0186401474854121,-1.742355204518,-0.536877938105063,0.0620429889168328,"Frozen-source hash and interval checks passed; retained in primary",47
2016-12-14,0.00472266026620788,0.00150659133709981,TRUE,0.00203081535409088,5.27724578874952,1.62004698979095,0.17367145733731,"Frozen-source hash and interval checks passed; retained in primary",48
2014-05-14,0.0046691025125747,0.00150659133709981,TRUE,0.00197841785990924,5.31640774668875,1.43505209091712,0.441285344689923,"Frozen-source hash and interval checks passed; retained in primary",49
2026-04-01,0.00459665684956104,0.00150659133709981,TRUE,0.0214374521185575,1.58678971323638,0.312356921867085,0.283277391912584,"Frozen-source hash and interval checks passed; retained in primary",50
2014-07-17,0.00459156527314594,0.00150659133709981,TRUE,0.0066023745110317,2.8792706174924,0.462643017566489,0.384255854840898,"Frozen-source hash and interval checks passed; retained in primary",51
2016-11-09,0.00456314835607537,0.00150659133709981,TRUE,0.0177962333708761,1.73843985075551,0.729160983728594,0.133447736894787,"Frozen-source hash and interval checks passed; retained in primary",52
